subject,language,abbreviation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb
26,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
26,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
26,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
26,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,3,2
26,E,7u,E,21,tire rolls down the road,roll,"tire, cow",2,1,3
26,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
26,E,,F,23,tire lies,lie,tire,,1,2
26,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
26,E,,F,25,ball hops,hop,"ball, doctor",,1,2
26,E,2b,E,26,cow moos,moo,"cow, dog",2,1,3
26,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
26,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
26,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
26,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
27,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
27,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
27,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
27,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
27,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
27,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
27,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
27,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
27,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,
27,E,2u,E,8,car honks,honk,"car, dog",3,1,2
27,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
27,E,,F,10,car shudders,shudder,car,,1,2
27,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,
27,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
27,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
27,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,
27,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
27,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
27,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
27,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
27,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
27,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,
27,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
27,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
27,E,,F,23,tire lies,lie,tire,,1,2
27,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
27,E,,F,25,ball hops,hop,"ball, doctor",,1,2
27,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
27,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
27,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
27,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
27,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,
28,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,3
28,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
28,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
28,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
28,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
28,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
28,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
28,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
28,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,
28,E,2u,E,8,car honks,honk,"car, dog",2,1,
28,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
28,E,,F,10,car shudders,shudder,car,,1,2
28,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,
28,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,
28,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,
28,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
28,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,
28,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
28,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
28,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
28,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
28,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,
28,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
28,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
28,E,,F,23,tire lies,lie,tire,,1,
28,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
28,E,,F,25,ball hops,hop,"ball, doctor",,1,
28,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
28,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
28,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
28,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
28,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,
29,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
29,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
29,E,10b,E,1,sailor smokes,smoke,"sailor, dog",2,1,3
29,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
29,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
29,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
29,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
29,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
29,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
29,E,2u,E,8,car honks,honk,"car, dog",2,1,3
29,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
29,E,,F,10,car shudders,shudder,car,,1,2
29,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
29,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
29,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
29,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
29,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
29,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
29,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
29,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,3,2
29,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
29,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,
29,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
29,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
29,E,,F,23,tire lies,lie,tire,,1,2
29,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3
29,E,,F,25,ball hops,hop,"ball, doctor",,1,2
29,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
29,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
29,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
29,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
29,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
30,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
30,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
30,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
30,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
30,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
30,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
30,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
30,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
30,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
30,E,2u,E,8,car honks,honk,"car, dog",3,1,2
30,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,
30,E,,F,10,car shudders,shudder,car,,1,2
30,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
30,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
30,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
30,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
30,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
30,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
30,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
30,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
30,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
30,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,
30,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
30,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
30,E,,F,23,tire lies,lie,tire,,1,2
30,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
30,E,,F,25,ball hops,hop,"ball, doctor",,1,2
30,E,2b,E,26,cow moos,moo,"cow, dog",2,1,3
30,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
30,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
30,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
30,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
31,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
31,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
31,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,3,2
31,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
31,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
31,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
31,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
31,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
31,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
31,E,2u,E,8,car honks,honk,"car, dog",3,1,2
31,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
31,E,,F,10,car shudders,shudder,car,,1,2
31,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
31,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
31,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
31,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
31,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
31,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
31,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
31,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,2,3
31,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
31,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3
31,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
31,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
31,E,,F,23,tire lies,lie,tire,,1,2
31,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
31,E,,F,25,ball hops,hop,"ball, doctor",,1,2
31,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
31,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
31,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
31,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
31,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
33,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
33,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
33,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
33,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
33,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
33,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
33,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
33,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
33,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
33,E,2u,E,8,car honks,honk,"car, dog",3,1,2
33,E,9b,E,9,seal lies on a rock,lie,"seal, horse",,1,2
33,E,,F,10,car shudders,shudder,car,,1,2
33,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
33,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
33,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
33,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
33,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
33,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
33,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
33,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
33,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
33,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
33,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
33,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
33,E,,F,23,tire lies,lie,tire,,1,2
33,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
33,E,,F,25,ball hops,hop,"ball, doctor",,1,2
33,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
33,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
33,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
33,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
33,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
34,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
34,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
34,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
34,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
34,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
34,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
34,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
34,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
34,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
34,E,2u,E,8,car honks,honk,"car, dog",1,2,3
34,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
34,E,,F,10,car shudders,shudder,car,,1,2
34,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
34,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
34,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
34,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
34,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
34,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
34,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
34,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
34,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
34,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
34,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
34,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
34,E,,F,23,tire lies,lie,tire,,1,2
34,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
34,E,,F,25,ball hops,hop,"ball, doctor",,1,
34,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
34,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
34,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
34,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
34,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
35,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
35,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
35,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
35,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
35,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
35,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
35,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
35,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
35,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
35,E,2u,E,8,car honks,honk,"car, dog",1,2,3
35,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3
35,E,,F,10,car shudders,shudder,car,,1,2
35,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
35,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
35,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,,1
35,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
35,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
35,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
35,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
35,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
35,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
35,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
35,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
35,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,2,1
35,E,,F,23,tire lies,lie,tire,,1,2
35,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
35,E,,F,25,ball hops,hop,"ball, doctor",,1,2
35,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
35,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
35,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
35,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,2,1
35,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,2,1
36,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
36,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
36,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
36,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
36,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
36,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
36,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
36,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
36,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
36,E,2u,E,8,car honks,honk,"car, dog",3,1,2
36,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
36,E,,F,10,car shudders,shudder,car,,1,2
36,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,
36,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
36,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
36,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
36,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
36,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
36,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
36,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
36,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
36,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
36,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
36,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
36,E,,F,23,tire lies,lie,tire,,1,2
36,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
36,E,,F,25,ball hops,hop,"ball, doctor",,1,2
36,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
36,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
36,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
36,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
36,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
1,T,Tb,T,T,Frau dreht sich,dönmek,"Frau, Hund",1,2,3
1,T,Tu,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",1,2,3
1,T,10b,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",1,2,3
1,T,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,1.2,3
1,T,3u,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",1,2,3
1,T,6b,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",1,2,3
1,T,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,1,2
1,T,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,1,2
1,T,4u,E,7,Ball liegt,durmak,"Ball, Ärztin",1,2,3
1,T,2u,E,8,Auto hupt,kornak çalmak,"Auto, Hund",1,2,3
1,T,9b,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",1,2,3
1,T,,F,10,Auto wackelt,sallanmak,Auto,,1,2
1,T,7b,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",1,2,3
1,T,6u,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",1,2,3
1,T,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,1.2,3
1,T,3b,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",1,2,3
1,T,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,1.2,3
1,T,1b,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",1,2,3
1,T,10u,E,17,Boot qualmt,tütmek,"Boot, Hund",1,2,3
1,T,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,1.2,3
1,T,5b,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",1,2,3
1,T,9u,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",1,2,3
1,T,7u,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",1,2,3
1,T,4b,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",1,2,3
1,T,,F,23,Reifen liegt,yatmak,Reifen,,1,2
1,T,8u,E,24,Boot sinkt,batmak,"Boot, Ball",1,2,3
1,T,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,1,2
1,T,2b,E,26,Kuh muht,mölemek,"Kuh, Hund",1,2,3
1,T,5u,E,27,Auto wackelt,sallanmak,"Auto, Wagen",1,2,3
1,T,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,1,2
1,T,8b,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",1,2,3
1,T,1u,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",1,2,3
2,T,Tb,T,T,Frau dreht sich,dönmek,"Frau, Hund",1,2,3
2,T,Tu,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",1,2,3
2,T,10b,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",1,2,3
2,T,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,1.2,3
2,T,3u,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",1,2,3
2,T,6b,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",1,2,3
2,T,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,1,2
2,T,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,1,2
2,T,4u,E,7,Ball liegt,durmak,"Ball, Ärztin",1,2,3
2,T,2u,E,8,Auto hupt,kornak çalmak,"Auto, Hund",1,2,3
2,T,9b,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",1,2,3
2,T,,F,10,Auto wackelt,sallanmak,Auto,,1,2
2,T,7b,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",2,1,3
2,T,6u,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",1,2,3
2,T,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,1.2,3
2,T,3b,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",2,1,3
2,T,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,1.2,3
2,T,1b,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",1,2,3
2,T,10u,E,17,Boot qualmt,tütmek,"Boot, Hund",1,2,3
2,T,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,1.2,3
2,T,5b,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",2,1,3
2,T,9u,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",2,1,3
2,T,7u,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",2,1,3
2,T,4b,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",1,2,3
2,T,,F,23,Reifen liegt,yatmak,Reifen,,1,2
2,T,8u,E,24,Boot sinkt,batmak,"Boot, Ball",1,2,3
2,T,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,1,2
2,T,2b,E,26,Kuh muht,mölemek,"Kuh, Hund",2,1,3
2,T,5u,E,27,Auto wackelt,sallanmak,"Auto, Wagen",1,2,3
2,T,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,1,2
2,T,8b,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",2,1,3
2,T,1u,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",1,2,3
3,T,Tb,T,T,Frau dreht sich,dönmek,"Frau, Hund",3,1,2
3,T,Tu,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",1,2,3
3,T,10b,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",1,2,3
3,T,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,1.2,3
3,T,3u,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",1,2,3
3,T,6b,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",1,2,3
3,T,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,1,2
3,T,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,1,2
3,T,4u,E,7,Ball liegt,durmak,"Ball, Ärztin",1,2,3
3,T,2u,E,8,Auto hupt,kornak çalmak,"Auto, Hund",1,2,3
3,T,9b,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",1,2,3
3,T,,F,10,Auto wackelt,sallanmak,Auto,,1,2
3,T,7b,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",1,2,3
3,T,6u,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",1,2,3
3,T,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,1.2,3
3,T,3b,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",1,2,3
