"","participant","language","item","category","order","framesetter","topic","verb","verbal_framesetter","verbal_topic","verbal_Verb","Forder_A","Vorder_A","Torder_A","Forder_V","Vorder_V","Torder_V","action_order","verbal_order"
"1610","31_E","E","9u","E","20","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1611","31_E","E","7u","E","21","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1612","31_E","E","4b","E","22","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1614","31_E","E","8u","E","24","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1616","31_E","E","2b","E","26","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1617","31_E","E","5u","E","27","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1619","31_E","E","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1620","31_E","E","1u","E","30","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1623","33_E","E","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1625","33_E","E","3u","E","3","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1626","33_E","E","6b","E","4","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1629","33_E","E","4u","E","7","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1630","33_E","E","2u","E","8","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1633","33_E","E","7b","E","11","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1634","33_E","E","6u","E","12","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1636","33_E","E","3b","E","14","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1638","33_E","E","1b","E","16","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1639","33_E","E","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1641","33_E","E","5b","E","19","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1642","33_E","E","9u","E","20","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1643","33_E","E","7u","E","21","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1644","33_E","E","4b","E","22","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1646","33_E","E","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1648","33_E","E","2b","E","26","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1649","33_E","E","5u","E","27","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1651","33_E","E","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1652","33_E","E","1u","E","30","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1655","34_E","E","10b","E","1","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1657","34_E","E","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1658","34_E","E","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1662","34_E","E","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1663","34_E","E","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1665","34_E","E","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1666","34_E","E","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1668","34_E","E","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1670","34_E","E","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1671","34_E","E","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1673","34_E","E","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1674","34_E","E","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1675","34_E","E","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1676","34_E","E","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1678","34_E","E","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1680","34_E","E","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1681","34_E","E","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1683","34_E","E","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1684","34_E","E","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1687","35_E","E","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1689","35_E","E","3u","E","3","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1690","35_E","E","6b","E","4","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1693","35_E","E","4u","E","7","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1694","35_E","E","2u","E","8","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1695","35_E","E","9b","E","9","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1697","35_E","E","7b","E","11","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1698","35_E","E","6u","E","12","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1700","35_E","E","3b","E","14","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1702","35_E","E","1b","E","16","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1703","35_E","E","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1705","35_E","E","5b","E","19","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1706","35_E","E","9u","E","20","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1707","35_E","E","7u","E","21","1","2","3",3,1,2,"Ffirst","Vlast","Tmid","Flast","Vmid","Tfirst","FTV","VFT"
"1708","35_E","E","4b","E","22","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"1710","35_E","E","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1712","35_E","E","2b","E","26","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1713","35_E","E","5u","E","27","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1715","35_E","E","8b","E","29","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"1716","35_E","E","1u","E","30","3","2","1",3,1,2,"Flast","Vfirst","Tmid","Flast","Vmid","Tfirst","VTF","VFT"
"1719","36_E","E","10b","E","1","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1721","36_E","E","3u","E","3","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1722","36_E","E","6b","E","4","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1725","36_E","E","4u","E","7","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1726","36_E","E","2u","E","8","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1727","36_E","E","9b","E","9","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1730","36_E","E","6u","E","12","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1732","36_E","E","3b","E","14","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"1734","36_E","E","1b","E","16","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1735","36_E","E","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1737","36_E","E","5b","E","19","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1738","36_E","E","9u","E","20","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1739","36_E","E","7u","E","21","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1740","36_E","E","4b","E","22","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1742","36_E","E","8u","E","24","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1744","36_E","E","2b","E","26","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1745","36_E","E","5u","E","27","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1747","36_E","E","8b","E","29","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1748","36_E","E","1u","E","30","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"1749","1_T","T","10b","E","1","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1750","1_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1751","1_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1752","1_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1753","1_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1754","1_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1755","1_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1756","1_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1757","1_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1758","1_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1759","1_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1760","1_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1761","1_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1762","1_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1763","1_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1764","1_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1765","1_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1766","1_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1767","1_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1768","1_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1770","2_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1771","2_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1772","2_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1773","2_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1774","2_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1775","2_T","T","7b","E","11","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1776","2_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1777","2_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1778","2_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1779","2_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1780","2_T","T","5b","E","19","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1781","2_T","T","9u","E","20","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1782","2_T","T","7u","E","21","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1783","2_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1784","2_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1785","2_T","T","2b","E","26","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1786","2_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1787","2_T","T","8b","E","29","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1788","2_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1789","3_T","T","10b","E","1","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1790","3_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1791","3_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1792","3_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1793","3_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1794","3_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1795","3_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1796","3_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1797","3_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1798","3_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1799","3_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1800","3_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1801","3_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1802","3_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1803","3_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1804","3_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1805","3_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1806","3_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1807","3_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1808","3_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1809","4_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1810","4_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1811","4_T","T","6b","E","4","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1812","4_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1813","4_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1814","4_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1815","4_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1816","4_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1817","4_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1818","4_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1819","4_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1820","4_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1821","4_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1822","4_T","T","7u","E","21","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1823","4_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1824","4_T","T","8u","E","24","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1825","4_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1826","4_T","T","5u","E","27","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1827","4_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1828","4_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1829","5_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1830","5_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1831","5_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1832","5_T","T","4u","E","7","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1833","5_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1834","5_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1835","5_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1836","5_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1837","5_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1838","5_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1839","5_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1840","5_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1842","5_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1843","5_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1844","5_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1845","5_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1846","5_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1847","5_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1848","5_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1849","6_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1850","6_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1851","6_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1852","6_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1853","6_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1854","6_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1855","6_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1856","6_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1857","6_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1858","6_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1859","6_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1860","6_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1861","6_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1862","6_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
