subject,language,abbrevation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb,action_order,action_FTV,action_TVF,action_TFV,action_FVT,action_VTF,action_VFT,notes,oral text,oral_framesetter,oral_topic,oral_verb,oral_order,oral_FTV,oral_TVF,oral_TFV,oral_FVT,oral_VTF,oral_VFT,notes,MatchActionOral,,,,,,,,,
5,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,a soccer bll is bouncing at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,a green truck is pushin a red wagon,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,a horse is liding down at hill at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,a seal is hitting a soccer ballin the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,a man in a red vest and green pants is laing on the ground at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,a life boat is smoking at 6 o lcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,a cow is biting a woman with a red shirt and red skirt,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,a woman is dancing at  oo lcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,a osccer ball is sitting on top of a rockat 6 o clokc,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,a ring is rolling at 6 o clokc,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,a womanin a red shirt and red skirt is stiing at 6 o lcol,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,a ring is lzing on the grounf,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,a lifeboat is skinkat 4 o lcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,a soccer ball is rolling in the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,a cow is mooing at 10 o lcokc,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,a green truck is shaking at 3 o lcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,a woman is tanding with her hands on her hip,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
5,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,a seali s dinving at 4 o lcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
5,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,a soccer ball is lazing at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3,FTV,1,0,0,0,0,0,,At 11 the woman twisted,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
6,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,At 11 the ring turned,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
6,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,the captain smoked at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse carried the scooer ball in his mouth,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,3u,E,3,car drives down the hill,drive,1,1,2,3,FTV,1,0,0,0,0,0,from memory,the car is on the grass at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,6b,E,4,cow hops,hop,"cow, fireman",,1,2,,0,0,0,0,0,0,,the cow hopped at 3,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
6,E,,F,5,boat swims in the sea,swim,"sailor, boat",3,1,2,TVF,0,1,0,0,0,0,,the raft is in the water,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
6,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,the man strolled,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,4u,E,7,ball lies,lie,"ball, doctor",,1,2,,0,0,0,0,0,0, ,the ball went on the floor at 6,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
6,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,end memory,the car honked at 10,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3,FTV,1,0,0,0,0,0,,the seal lazed at the rock at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,the car drove ,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,,,0,0,0,0,0,0,,the woman strolled at 6,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
6,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball bounced at 3,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,the car pushed the cart ,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3,TFV,0,0,1,0,0,0,,At 10 the horse was in the grass,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
6,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,the seal pushed the soccer ball through the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,the man lazed on the floor at 3,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,the raft smoked at 6,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,the colf bit the woman,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,the woman danced at 3,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,the soccer ball lied on a rock at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,the ring rolled at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,the woman sat o the floor at 6,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,the ring lazed on the floor,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,the raft sunk at 4,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,the soccer ball rolled through the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,the cow moos at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
6,E,5u,E,27,car shutters,shudder,3,3,1,2,TVF,0,1,0,0,0,0,,the car drives at 3,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,a woman is standing,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
6,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,a seal dives in the water ar 4,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
6,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,a soccer ball lazs on the ground at 3,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,6b,E,4,cow hops,hop,"cow, fireman",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,2u,E,8,car honks,honk,"car, dog",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3,,0,0,0,0,0,0,cart second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
7,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3,,0,0,0,0,0,0,farmer second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,4b,E,22,farmer sits,sit,"farmer, doctor",na,na,na,,0,0,0,0,0,0,wrong toy,,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
7,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
7,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
7,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
8,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2,FVT,0,0,0,1,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
8,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,3u,E,3,car drives down the hill,drive,"car, cart",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
8,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,no verb chosen,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,,,0,0,0,0,0,0,no verb chosen,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
8,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,cart third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,girl third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
8,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
8,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,the girl is spinniing at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,the wheel is rotating at 11 oclck,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
9,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,the sailor is smoking at 6 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,the horse is holding a soccer ball in its mouth,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,no hill,the car is rolling down the hill at 10 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,the cow is bouncing at 3 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,no sea,the bost is flostng in the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,no street,the man is strolling through the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,,,0,0,0,0,0,0,no lies verb,the soccer ball is still at 6clock,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
9,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,the car honked its jorn at 10 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,no rock,the seal is lying on the rock at 6oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,the car is bouncing around,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2,TVF,0,1,0,0,0,0,no across the meadow,the woman is walking at the path at 6 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3,FTV,1,0,0,0,0,0,,the soccer ball is bouncing at 3 oclock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
9,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,cart third,the car is pushing the tractor,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,no hill,the horse is trodding down the hill at 10 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,the seal pushes the soccer ball in the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,made farmer lie down as well,the man is lyinng on the ground at 3 olock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,the boat is smoking at 6 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3,,0,0,0,0,0,0,farmer second,the cow bit the womans arm,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,5b,E,19,doctor dances,dance,"doctor, cart",3,,2,,0,0,0,0,0,0,used girl at #1 instead of doctor,the woman is dancing at 3 oclock,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
9,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,no rock,the ball is stuck on the rock at 6 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,no road,on tape,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
9,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,the woman is sitting down on the floor at 6 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,the wheel lies on the gorund,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,the boat is sinking into the water 4 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,the ball is boucing through the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,the cow moos at 10 clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,Verb – shudders,the car is bouncing around at 3 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,the woman stands in her red and yellow shirt,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
9,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,no water,the seal dives nto the water at 4 oclock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
9,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,no ground,the ball sits there at 3 clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1,VTF,0,0,0,0,1,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
10,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
