subject,language,abbrevation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb,action_order,action_FTV,action_TVF,action_TFV,action_FVT,action_VTF,action_VFT,notes,oral text,oral_framesetter,oral_topic,oral_verb,oral_order,oral_FTV,oral_TVF,oral_TFV,oral_FVT,oral_VTF,oral_VFT,notes,MatchActionOral,,,,,,,,,
15,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
16,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,the girl is turning at 11 o clcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,the ring is turning at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,the captain is smoking at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse has a soccer ball in its mouth,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,the green car is rolling down a hill at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,the horse is jumpoing at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,just boat,the lifeboat is floating in the ocean,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,the man is walking on the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball is still at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,the green car is honking at 10 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,,,0,0,0,0,0,0,no verb chosen,the seali s sittin on a rock at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
16,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,the green car is shaking ,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3,TFV,0,0,1,0,0,0,,the girl is walking at 6 o clcok,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
16,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3,TFV,0,0,1,0,0,0,,the soccer ball is boudning at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
16,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,the green car is pushing the trailer,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,the horse is walking down the hill at 10 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,the seali s pushing a soccer ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,the man is asleep on the ground at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,the lifeboat has somke at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,the cow is biting the ladz,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,the doctor is dancing,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
16,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,,,0,0,0,0,0,0, ,the soccer ball is on the rock at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
16,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,the ring is rolling at 6 o clcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,the ladz is sitting at6 o clcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,23,tire lies,lie,tire,,1,,,0,0,0,0,0,0,just tire,the ring is on the ground,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,the lifeboat is sinking at 4 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,the soccer ball is rolling,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,the cow is mooing at 10 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,the green car ishanking at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,the doctor is standing,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
16,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,the seali s diving at 4 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
16,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,,,0,0,0,0,0,0,no verb chosen,the soccer ball is on the ground at 12 15,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
17,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1,VTF,0,0,0,0,1,0,,the woman in green turns at 11 o clcok,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
17,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,the blue ring turns at 11 o clcok,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,the sailor smokes at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse carries the bal,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,the green car sits in the grass at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,the cow hops at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,the raft sits in the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,the man walks through the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball sits at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,the green car honks at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,the seal lies on the rock at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,the green car shutters,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2,TVF,0,1,0,0,0,0,,the woman in pink walks through the field at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball bounces at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,the green car pushes the wagon,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,travel,teh horse walks down the mountain at 10 o lcokc,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,the seal pushes the soccer balli nthe wtaer,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,the man in green lies at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,the raft smokes at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,the cow bites the woman inpink,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,the womann  wihte dances at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball sitson the rock at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,teh ring rolls at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,the woman in pink sits at 12 30,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,the ring lies on the floor,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,the raft sinks at 4 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,teh soccer ball rolls through the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,the cow moos at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,the green car shudder at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,teh womani nwhite stands,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
17,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,the seal dives into the water at 4 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
17,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,the soccer ball sits at 12 15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
18,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2,FVT,0,0,0,1,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,,,0,0,0,0,0,0,no verb chosen,,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
18,E,2u,E,8,car honks,honk,"car, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,6u,E,12,ball hops,hop,"ball, fireman",,1,2,,0,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
18,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,2,3,,0,0,0,0,0,0,cart first!,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
18,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3,TFV,0,0,1,0,0,0,"hesitates, choses watch as verb",,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
18,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
18,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
18,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
18,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
18,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
18,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
18,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
18,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
18,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
19,E,Tb,T,T,woman turns around,turn,"woman, dog",1,3,2,FVT,0,0,0,1,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
19,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
19,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
19,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,cart third,,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
19,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,woman third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
19,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
19,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
20,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,the girl is spinning at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
20,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,the houla hoop is spinning at 1 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,the sailor is smoking at 12 30,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse is carrizng a soccer ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,the green truck is rolling down a hill at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3,FTV,1,0,0,0,0,0,,the cow is jumping at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,no verb chosen,the lifeboat is stiing in the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,the man is walking in the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,,,0,0,0,0,0,0,no verb chosen,the soccer balli ssittng aon the graound at 12 30,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
20,E,2u,E,8,car honks,honk,"car, dog",1,2,3,FTV,1,0,0,0,0,0,,the grene car is honking its horn at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3,FTV,1,0,0,0,0,0,,That 12 30 the seal is lating on ta reokc,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
20,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,the green car is shuddering,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,,,0,0,0,0,0,0,no verb chosen,the woman is alkingat 12 30,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
20,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3,FTV,1,0,0,0,0,0,,the woccer balli sbouning at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,teh green car is pushing the trailer,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3,FTV,1,0,0,0,0,0,,the horse is runing downhill at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,the seali s pushing a soccer ball through the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3,FTV,1,0,0,0,0,0,,the man is sleeping on the ground,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
20,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3,FTV,1,0,0,0,0,0,,teh lifeboat is deflating at 12 30,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
